username,comment,time,likes,sentimen,
@cesarb2349,Â @JuanHeredia-d5w9mÂ think about this.. a new movie comes out and  the ending sucks .. instead of ppl crying about it 1000â€™s of alternate endings come out lol or how about when the AI itself starts doing movies like this is exciting weird and scary all at once.,3 minggu yang lalu,1,1,
@adrianytk,Just outsource the subtitles to the old school algorithms,3 minggu yang lalu,1,0,
@aistories3.9,I imagine super fast,3 minggu yang lalu,1,0,
@RadebeKids,I think it will happen in a shorter timeframe than that. Look how fast we went from that low quality Will Smith eating spaghetti video to this!,3 minggu yang lalu,1,1,
@TheEpicAB,Youâ€™re deluded,3 minggu yang lalu,0,-1,
@ministryofwrongthink6962,Weâ€™re getting Constantine 2 boys..,3 minggu yang lalu,1,0,
@pruthvirajsajjan5441,In a month,3 minggu yang lalu,0,0,
@62sy,More like 4-5,3 minggu yang lalu,1,0,
@Earlx3n_shorts,Â @sahilbhaila4213Â brooo thatâ€™s where itâ€™s literally headed,3 minggu yang lalu,0,1,
@Earlx3n_shorts,Â @trappedcat3615Â  the kids donâ€™t care brother,3 minggu yang lalu,0,0,
@TheRealProjekt46,"Bro probably wayyy faster... don't forget, we just got really decent ai photos a few months ago... now we are here.",3 minggu yang lalu,0,1,
@tytyreviews123,Yep and vlogs and short form videos and basically all media we consume.,3 minggu yang lalu,0,0,
@chadspencer_,Â @perelium-xÂ you say it wonâ€™t happen but in the past people would have said the same about the tech for these videos,3 minggu yang lalu,0,1,
@juniper-salad,You have to make the movie 30 seconds at a time but yeah,2 minggu yang lalu,0,0,
@maylunaberry5315,Yeah I'm good. I'll just watch old movies or go to a live play.,2 minggu yang lalu,0,0,
@JynxedKoma,"â€‹Â @perelium-xÂ  Compute is no longer a blocker for AI advancement. Neither is the lack of data sets, as AI can generate it's own to learn from. Also, AI is advancing x10 PER YEAR. As soon as it reaches automated learning in roughly Q4 2026, then that x10 will become x1000... then rapidly more and more.",2 minggu yang lalu (diedit),0,1,
@Mr.Papaveraceae,Yeah. Give it a few years.,2 minggu yang lalu,0,0,
@HansLotap,Maybe this year,2 minggu yang lalu,0,0,
@jerrod_lew,ğŸ˜‚,3 minggu yang lalu,3,0,
@unkarsthug4429,"Yeah, I don't understand why it does subtitles. It makes sense it would mess them up, but it's the biggest issue I've seen with VEO3",3 minggu yang lalu,7,-1,
@Jaled_010,gracias,3 minggu yang lalu,0,1,
@josiabiekro2014,I NOTICED THAT IMMIDIATELYğŸ˜‚,2 minggu yang lalu,0,1,
@loveyou5781,Â @jerrod_lewÂ please!! How did you get longer video,2 minggu yang lalu,0,1,
@i.i1215,Thatâ€™s what I was thinking,8 hari yang lalu,1,0,
@shikamaru5041,Or The Matrix,2 minggu yang lalu,9,1,
@S1opsts,Â @shikamaru5041Â  forget?? your not supposed to know!,2 minggu yang lalu,4,0,
@shikamaru5041,"No, that's fight club lolâ€‹Â @S1opstsÂ ",2 minggu yang lalu,1,0,
@maylunaberry5315,Because we don't live in the Terminator future. We live in the Wall-E future.,2 minggu yang lalu,1,1,
@joyidika2926,Matrix,2 minggu yang lalu,0,0,
@jerrod_lew,You legend,3 minggu yang lalu,0,1,
@Jaled_010,es verdad,3 minggu yang lalu,0,1,
@williampan29,Where is Ja!?,3 minggu yang lalu,0,0,
@SarahOc199,"Even that takes a lot of jobs away from people though. From cast, to lighting, editing, camera man.  Honestly, I prefer seeing real human creations.",2 minggu yang lalu,2,-1,
@jaysonp9426,Compared to this utopia we have now? I'll bet on the future,3 minggu yang lalu,15,1,
@PhantasmThe,Cry about it,3 minggu yang lalu,10,0,
@Customercf,Â @PhantasmTheÂ  great argument,3 minggu yang lalu,11,1,
@lyteyearz5810,Said the horse owner to the car owner ğŸ˜‚,3 minggu yang lalu,6,0,
@Claymorw,"People said the same about plane, tv, internet, and Iâ€™ve heard the same about 5g. Humanity adapt, there will be regulation, anti ai verification and many process",3 minggu yang lalu,1,1,
@D33Lux,Its because people have accepted it.,2 minggu yang lalu,0,1,
@D33Lux,"Â @ClaymorwÂ  In a free market, it was people creating new and innovative products.  Creating competition is good in free market capitalism.  Human's are being replaced by machines, NO ONE can compete against a machine.",2 minggu yang lalu,0,1,smngt
@maylunaberry5315,â€‹Â @ClaymorwÂ I sure hope so.,2 minggu yang lalu,0,1,y
@hombacom,"It's still a tool, or to be more concrete, many changing tools and different tool of the day. People can spends hours of credits and tricks to get it right and people see it and like ""you just prompt and voila""",3 minggu yang lalu,0,1,
@papskoo9137,Hi My friend can i use these for a specifc product As it can not do Photo to Video yet,2 minggu yang lalu,0,-1,
@D33Lux,"Reminds me of the movie ""Equilibrium"", they used A.I. to create a world leader who created a fascist society where everything is banned including emotions.  its a shocking movie.",2 minggu yang lalu,0,1,
@mintyfresh8441,Why u point this out,3 minggu yang lalu,2,0,
@HIIIBEAR,Pro accounts get 10 a month so its easy to make more accounts and just putting put $20 for more generations. Not too bad,3 minggu yang lalu,4,1,
@D33Lux,Nah!  When have they ever...,2 minggu yang lalu,0,1,
@Marcytheeditor,"1:09 he looks like LeBron and sounds like the Elevenlabs tts dude, did you put audio in and use Elevenlabs?",3 minggu yang lalu,4,0,
@ktosnapewno51,1:20 Niiiiiiiiiiiight ğŸ¤–ğŸ¤–ğŸ¤–ğŸ¤–,3 minggu yang lalu,2,1,
@MisaRae-420,And they way itâ€™s convincing because companies over edit people in real ads anyway so that little uncanny value doesnâ€™t even look out of place.,3 minggu yang lalu,1,1,
@aistories3.9,If you have access Google veo 3 you create cartoon story video with help of tool upload on YouTube demo,3 minggu yang lalu,2,1,
@teadrinker7098,I think it's hilarious how it can produce beautiful video and audio but can't get the text captions correct.,3 minggu yang lalu,2,1,
@PunmasterSTP,"0:14 Hey, there were 16! ğŸ˜† 0:31 What's ""clorbing""? ğŸ¤£",2 minggu yang lalu,0,0,
@blackwoodjankins,That slight lag on vocals is on purposeâ€¦.. this is very old technology they want us to think its improving when in reality they are far passed this,3 minggu yang lalu,9,-1,
@msd5808,"This is going to really mess with some people's heads, maybe everybody's",3 minggu yang lalu,3,0,
@TellyMan200,we DOOOOOMED,3 minggu yang lalu,2,1,
@jiggyeddy9484,I dont get it. Whats the end goal with this?,3 minggu yang lalu,4,0,
@chrissawyer69,"So , bad acting wonâ€™t be fixed by AI?  That sucks",3 minggu yang lalu,3,-1,
@zwc76,I'm new to Clorbing,3 minggu yang lalu,4,1,
@olternaut,Hunyuan Avatar can not touch Veo-3.  But Avatar is open source though so I think open source will quickly catch up to Veo-3.,11 hari yang lalu,0,-1,
@CreatorXZX,Veo 3 is perfect,3 minggu yang lalu,0,1,
@Tealchrono,Damn G-max owning everything,3 minggu yang lalu,0,1,
@asher-et6yf,"so, when do we cap it",1 hari yang lalu,0,0,
@anastascompany5828,ĞšĞ¾Ğ³Ğ´Ğ° ÑƒĞ¶Ğµ Ğ˜Ğ˜ Ñ€Ğ°Ğ·Ğ¼Ğ½Ğ¾Ğ¶ĞµĞ½Ğ¸Ğµ Ğ¾Ğ´Ğ½Ğ¾Ğ¿Ğ¾Ğ»Ğ¾Ğµ â¤ Ğ Ñ‚Ğ°Ğº Ğ·Ğ°Ğ¼ĞµÑ‡Ğ°Ñ‚ĞµĞ»ÑŒĞ½Ğ°Ñ Ñ‚ĞµÑ…Ğ½Ğ¾Ğ»Ğ¾Ğ³Ğ¸Ñ.,3 minggu yang lalu (diedit),0,0,
@TLavonLawrence,I've already warned my clients to get ready for the good times.,3 minggu yang lalu,0,1,
@urionuoffia3953,Did you add the audio independently?,3 minggu yang lalu,0,0,
@doudymac,Yeah... There's also one particular industry that may highly capitalize on this. ğŸ˜,3 minggu yang lalu,0,1,
@qwertyrewtywyterty,u know veo 3 can generate audio right? we no longer have to put in audio,3 minggu yang lalu,1,0,
@jerrod_lew,It's something the Google Labs team is working on!,3 minggu yang lalu,0,1,
@user-on7ui7pl4j,They would 100000% tell us to get more investors,3 minggu yang lalu,0,1,
@codyw1,fun?,3 minggu yang lalu,1,0,
@jiggyeddy9484,"Â @codyw1Â  There is no fun in this. This is creepy, and those who support it have no real backed up reason to do so other than to replace jobs.",3 minggu yang lalu,4,-1,
@Rizopas,Replacement.,3 minggu yang lalu,4,0,
@maylunaberry5315,Cutting costs and propaganda.,2 minggu yang lalu,0,1,
@RJMCTV,Would be useful if you could share the prompts for each clip,3 minggu yang lalu,13,1,
@XeroboxMedia,Concept Artists are cooked!,3 minggu yang lalu,0,1,
@thidasinduwaraweerathunga6807,"I am i the only one who is feeling scared of the fast growth of AI, Terminator vibes",3 minggu yang lalu,0,-1,
@lillyimaginator,Why would anyone buy a product from an ad that doesnâ€™t even show the real product,2 minggu yang lalu,0,0,
@ministryofwrongthink6962,The movie industry is about to FO.People wont watch slopâ€ People already love memes dunking on bad movies.. theyâ€™ll absolutely spread feature-length meme movies,3 minggu yang lalu,0,0,
@yepisuredolikecats,i like how they included the millennial pause,3 minggu yang lalu,0,1,
@UmairKhan-dz4rq,"Bro try Gameplay as well, want to see how does it makes the gameplay. Horror, zombie etc",3 minggu yang lalu,0,0,
@SonidosEnArmonia_1992,How? They let you add asset? Or what,3 minggu yang lalu,0,0,
@dusesedits,I would like a waaaatttoooppporr tEnt,3 minggu yang lalu,0,1,
@clairejevron6146,Can you add the products into the videos?,2 minggu yang lalu,0,1,
@Kevdog824,They mastered the millennial pause,3 minggu yang lalu,0,0,
@gamehub69pro,"RIP graphics designer and video editors , time to learn to put fries in the bag",3 minggu yang lalu,0,-1,
@deenzbeanz,**millennial pause** We have a special on new haircuts today! **stares at camera**,3 minggu yang lalu (diedit),0,0,
@RevolutionaryBlackgenius,But are any of these actual products?,2 minggu yang lalu,0,0,
@RealLainBear,I love refrigerators,3 minggu yang lalu,0,1,
@burgersuperking,Im not buying from companies with AI slop ads,3 minggu yang lalu,10,-1,
@TheBigExclusive,Annnnnnd just like that everyone in entire film industry just lost their jobs.,3 minggu yang lalu (diedit),1,,
@batman_2004,Google afterall an advertising company.,2 minggu yang lalu,0,1,
@Tee-k7z,We are becoming Truman,3 minggu yang lalu,0,0,
@tankermike19k36,I wanna go running with bob ğŸ˜‚,3 minggu yang lalu,0,0,
@onetwo4181,ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ you are funny,3 minggu yang lalu,3,1,
@tomahawknyaface,You won't be able to tell in probably 2 years,3 minggu yang lalu,10,0,
@Daiin0,Haha. Like that's gonna stop them from using it.,3 minggu yang lalu,2,1,
@MateusAntoninus,"Itâ€™s going to be like when everybody started using plastic, no more storing things in jars or glass bottles, cutting costs and more practical.",3 minggu yang lalu,1,0,
@maylunaberry5315,"â€‹â€‹Â @MateusAntoninusÂ you left out plastic pollution. Like the formation of The Great Pacific Garbage Patch, or how microplastics have poisoned our bodies.",2 minggu yang lalu (diedit),1,0,
@solobakatt,Skynet,3 minggu yang lalu,1,0,
@andrewgarratt1503,Anyone else feeling a sense of existential dread?,3 minggu yang lalu,2,0,
@ethanrenckly,"All hail Veo 3, the Nemesis of Truth, the ultimate propaganda machine, the digital atomic bomb democratized to all with the ability to spend $249/month on it. Praise be to the Neon God.",3 minggu yang lalu (diedit),0,-1,
@davidbourne8267,Looks weird as fuck.,3 minggu yang lalu,1,0,
@cerenad6561,"Movies, someone said? I'm on it! Scripts ready!ğŸ‰ Please, someone join me in ending the need for agents & studios! The elites! I want to own & release my art!",3 minggu yang lalu,2,0,
@teriyaki8643,new to clorbing :DD,2 minggu yang lalu,0,1,
@dominicc5914,Thank you For Sharing,3 minggu yang lalu,0,1,
@happyonopie7477,Im about to do this and start my own fucking brand,3 minggu yang lalu,0,1,
@darkestmessiah8351,It's Clorbing Time!!!,2 minggu yang lalu,0,1,
@luistheweeb5135,Dam Iâ€™m a film tv and electronic media major you guys think Iâ€™m cooked or am I cooked,3 minggu yang lalu,1,1,
@EasyBookReviewClub,It's crazy how the image and video generators always have issues spelling. ğŸ¤¯,3 minggu yang lalu,0,1,
@tiragd928,AI need to learn not everyone has a perfect skin ğŸ˜‚ and try adding a few bruise or pimples,10 hari yang lalu,0,0,
@stasyssadauskis331,1:06 poor lil dogs,3 minggu yang lalu,0,0,
@autotunekilledthevideostar639,its garbage it cant even spell,2 minggu yang lalu,1,0,
@mikaelgouws77,Only dog i'm recuing is King Charles.,3 minggu yang lalu,0,0,
@RedAvery1,Ok now complete all Ubisoft games how they should be Ai,3 minggu yang lalu,0,0,
@buddyroach,i am new to clorbing.,3 minggu yang lalu,0,0,
@autophagi,"For thousands of years, leaders and establishments have manipulated the public by telling the simplest of lies.... no one panicked or had existential dread....today, ""AI"" makes realistic art and everyone panics, believing that the truth is somehow just now under threat. During the Renaissance period, hyper realistic paintings became a thing, but realistic paintings could only get so good. ""AI"" will only look so ""real,"" and there will always be flaws. The panic is exhausting and frankly ANNOYING af.",3 minggu yang lalu,0,-1,
@StrawberryRaspberryCherryIce,Have you ever considered crypto currency,2 minggu yang lalu,0,0,
@MTekni,I wanna be friends with Bob,3 minggu yang lalu,1,0,
@badpuppy3,The short answer is every job is cooked.  And sorry to the plumber bros...you're cooked too.  No one can afford to call a plumber when they don't have a paycheck and they'll be sitting at home with nothing to do anyway.  They'll just pull up ChatGPT app on their phone and the AI will tell them what to do while watching them on video.,3 minggu yang lalu (diedit),2,-1,
@Daiin0,sadly yes.,3 minggu yang lalu,0,0,
@SourMangoee21,"Bro, you're overcooked. Don't worry, you won't be alone. Cashiers and many others will join you soon.",3 minggu yang lalu,0,0,
@codyw1,"Â @badpuppy3Â  to be fair there are already yt vid telling people how to do stuff like that, still doesn't mean u can do it, plumbers and electricians are the few industries not cooked by this",3 minggu yang lalu (diedit),0,0,
@teadrinker7098,He's captured the algorithm and the Internet.,3 minggu yang lalu,0,0,
@jerrod_lew,AI version of climbing haha,2 minggu yang lalu,0,0,
@alfredellis8549,It's over.,3 minggu yang lalu,0,-1,
@stasyssadauskis331,0:16 from lipstick 0:18 um.....,3 minggu yang lalu,0,0,
@TFD500Official,"i know it's AI, but just look at how opens the thing LOL 0:15",3 minggu yang lalu,0,0,
@gcwalther,"Hey Jerrod, this is great, thanks for sharing :)",3 minggu yang lalu,1,1,
@amirperrymusic,It feels so fake.,3 minggu yang lalu,1,-1,
@Shlumbus69,They never blink.,3 minggu yang lalu,0,0,
@Uncannykenny,Whats up with captions tho? Lol,2 minggu yang lalu,0,0,
@ArjanTV,My brain is probably fried bcs i cant understand if its real or ai â€¦ to much reels its hard to tell anymore . After this drops i wont take any more video on internet for real,3 minggu yang lalu,0,1,
@dimalmfao,if you're new to clorbing,2 minggu yang lalu,0,0,
@adarwinterdror7245,But... But... You can't insert characters or products and make a veo3 video where a person talks. So you can't make a real ad with a person talking and holding\using it.,3 minggu yang lalu,0,-1,
@jminian777,"As far as I know, lip-syncing from just a single image to a video isn't possible yet, right?",3 minggu yang lalu,0,-1,
@SherProductions11,its good but they look so slow xD,3 minggu yang lalu,0,1,
@rk-7170,were cooked,3 minggu yang lalu,0,0,
@CarloscarTovar,good bye Netflix,3 minggu yang lalu,0,0,
@kindofanmol,Make it stop pls,3 minggu yang lalu,0,-1,
@freezemyheaddootcoom,The computing power needed to create this slop is quite literally poisoning real communities and accelerating the destruction of the planet and for what?,2 minggu yang lalu,0,0,
@24_f_p_s,"While the visual looks fine, the minute they talk and dialogue deliver it falls flat, like its a weird movie where zombies take over humans bodies.",3 minggu yang lalu,3,0,
@emacwakeup,Omg these aren't real people??,2 minggu yang lalu,0,0,
@HadeelAb.,"nah, I can still tell they are AI",3 minggu yang lalu,0,1,
@windowfries,I've always wanted to clorb,3 minggu yang lalu,0,0,
@jerrod_lew,Magic lol,3 minggu yang lalu,0,0,
@jerrod_lew,Magic lol,3 minggu yang lalu,0,0,
@st3aml1n3,You mean real,3 minggu yang lalu,0,1,
@henriqeduu,yet,3 minggu yang lalu,0,0,
@qwertyrewtywyterty,yet,3 minggu yang lalu,0,0,
@TradeInfinitum,its possible a long time ago,3 minggu yang lalu,0,1,
@Flux_Nomad,It's Clorbing Time,3 minggu yang lalu,0,-1,
@brianvalencia4621,Nope,2 minggu yang lalu,0,0,
@hytalegermany1095,Test Image to Video pleaaaase,3 minggu yang lalu,0,0,
@sulong3586,bob...,3 minggu yang lalu,0,0,
@jadenisiah,Great another excuse for marvel to create another low budget cgi film,3 minggu yang lalu,2,1,
@abhishekpadmanabhan3945,"Bro, bro bro bro bro bro brobro",3 minggu yang lalu,0,0,
@jokerace8227,"Yeah, don't need those type of actors anymore, and the extra benefit is AI actors aren't gonna get on social media and ruin things with political opinions.  LOL",3 hari yang lalu,0,1,
@BigTanDan,"The uncanny Valley, this shit is too good.. itâ€™s detectable. AI needs to not make everything so symmetrical and perfect. Itâ€™s like thereâ€™s no flaws. Thereâ€™s no dissymmetry.",3 minggu yang lalu,0,1,
@The-creator-of-good-videos-15,"0:14 - 0:15: AI-generated woman: â€œTwelve colors.â€. 0:17 - 0:18: Also the AI-generated woman: *opens the case* . Yeah, but, I can only see 16 of the colors, not 12, in the video.",3 minggu yang lalu,0,0,
@rk-7170,elites been using this for years LOL,3 minggu yang lalu,1,0,
@pippopitetti9703,Google must fix these nonsense subtitles. Otherwise it is useless,3 minggu yang lalu,0,-1,
@wishesandfishes,"No one works in entertainment because they can't get a real job - that's the whole idea of an ""aspirational career""",3 minggu yang lalu,0,0,
@jellyd4889,"Now just make one with Trump talking lies... Non stop..... Okok, not needed.",3 minggu yang lalu,0,0,
@dingers5days,"Not quite there yet, but still scary",3 minggu yang lalu,0,0,
@arnolt2590,Erase AI,3 minggu yang lalu,0,0,
@1mobile984,Its over for Hollywood and people that cant get real jobs.,3 minggu yang lalu,0,1,
@chaitanyagore1112,AI can't match indian voice ğŸ˜‚,3 minggu yang lalu,0,-1,
@abhishekpadmanabhan3945,good stuff bro,3 minggu yang lalu,0,1,
@jerrod_lew,I know they are working on it.,3 minggu yang lalu,0,0,
@badpuppy3,"Sorry, but it's over for you too.  There's no ""real job"" that AI won't be able to do.  And in the meantime, all the jobless people will be coming for your job.",3 minggu yang lalu (diedit),3,-1,
@GauravTheKnight777,It did,3 minggu yang lalu,1,0,
@chaitanyagore1112,â€‹Â @GauravTheKnight777Â  lol I could easily tell difference. Other voices are near perfect but indian not Even close,3 minggu yang lalu,1,0,
@Itssssss_Jack,ğŸ©µ Grab ALL blueprints (plus LIVE business AI Masterclass w/ Dan Martell this week): https://bit.ly/3HvMFy5,10 hari yang lalu (diedit),4,0,
@Aced.Visuals,Am I missing something? I can literally create that exact same video with veo but without the other 27 other steps,6 hari yang lalu,1,0,
@KingTheKemist,"Youâ€™re the best, bro!",7 hari yang lalu,0,1,
@dilfill,"This is really great but would love to learn more about the business side of things Before sending these cold, etc.",4 hari yang lalu,0,1,
@watkinson123,"Insane Jack, just put this together for my business so characters from the students stories introduce my services... ğŸ˜‚",7 hari yang lalu,0,0,
@DanielePetrillo,Thanks ğŸ˜Š,10 hari yang lalu,1,0,
@AIwithApex,Let'sssss go Jackkk ğŸ¤©,10 hari yang lalu,2,0,
@Onso.1387,Could you please provide a video tutorial on how to set up an AI agent automation using WhatsApp and N8N to connect to a website? Or do you already have this?,10 hari yang lalu,1,0,
@greghaughtoneducoach,"Great video Jack.  one quick question: Veo 3 has multi language format? I'm in the Canary Islands and my customers would be Spanish Speakers. still not available here in Europe, so using VPN",10 hari yang lalu,0,1,
@Onso.1387,Super cool ğŸ‰,10 hari yang lalu,1,1,
@theaerogr,It's a disruption in pricing for sure.,7 hari yang lalu,0,0,
@cjt208,Did you AI yourself for this video?,8 hari yang lalu,0,0,
@pushingpandas6479,5s video with audio on will cost $3.75. Fal VEO,9 hari yang lalu,0,-1,
@Colin-65fg7,Anyone else get stuck on the Get http request? I noticed his video jumped ahead and his api key changed so not sure how to resolve this,8 hari yang lalu,0,0,
@KenCsurilla,The goal is to turn it into an app or automate it. Make it client side,6 hari yang lalu,1,1,
@Aced.Visuals,Â @KenCsurillaÂ gotcha!,5 hari yang lalu,0,1,
@Itssssss_Jack,Yessss sir ğŸ¤™,10 hari yang lalu,0,0,
@Itssssss_Jack,"Hi everyone, yes we've got videos just like this. What specifically do you have in mind with this use case?",10 hari yang lalu,0,0,
@Itssssss_Jack,"Yes, Broski, it canğŸ¤™",8 hari yang lalu,1,1,
@Itssssss_Jack,"Very, very cool. A SUPER disruptive technology.",10 hari yang lalu,0,1,
@Itssssss_Jack,"Hey Broski which part isnâ€™t working, did you enter the GET curl?",8 hari yang lalu,0,0,
@Colin-65fg7,Â @Itssssss_JackÂ I typed it all out and it couldnâ€™t import the curl so I manually did it. I manually did it for the post request as well and that worked so not sure why the GET request wouldnâ€™t work the same,8 hari yang lalu,0,,
@Itssssss_Jack,"Â @Colin-65fg7Â  curl -X GET ""https://queue.fal.run/fal-ai/veo3/requests/YOUR_REQUEST_ID"" \ -H ""Authorization: Key YOUR_FAL_KEY""",8 hari yang lalu,0,0,
@Colin-65fg7,"Â @Itssssss_JackÂ  this imported correctly but i am still getting this message ""Your request is invalid or could not be processed by the service""",8 hari yang lalu,0,-1,
@Itssssss_Jack,Â @Colin-65fg7Â you need to add your ID at the end of the req from the previous module ğŸ’™,8 hari yang lalu,0,0,
@Colin-65fg7,Â @Itssssss_JackÂ I did that and have my api key. Everything is formatted the way your video shows but it says my request is invalidğŸ˜¢,8 hari yang lalu,0,-1,